antecedent,consequent,support,confidence,lift,antecedent_length,class
"('Request_URL=0', 'SSLfinal_State=0', 'URL_of_Anchor=1', 'having_IP_Address=0')",Result=Legitimate,0.018484288354898338,0.9523809523809524,2.3526853663839966,4,1
"('Request_URL=0', 'URL_Length=0', 'URL_of_Anchor=1', 'age_of_domain=1')",Result=Legitimate,0.018484288354898338,0.9523809523809524,2.3526853663839966,4,1
"('SFH=0', 'URL_Length=0', 'URL_of_Anchor=1', 'age_of_domain=1')",Result=Legitimate,0.018484288354898338,0.9523809523809524,2.3526853663839966,4,1
"('SSLfinal_State=-1', 'URL_Length=0', 'age_of_domain=1', 'web_traffic=0')",Result=Legitimate,0.018484288354898338,0.9523809523809524,2.3526853663839966,4,1
"('Request_URL=1', 'SFH=1', 'URL_Length=1', 'URL_of_Anchor=1', 'age_of_domain=1')",Result=Phishy,0.036968576709796676,0.9523809523809524,1.8335875275377056,5,-1
"('SFH=1', 'URL_of_Anchor=1', 'age_of_domain=1', 'popUpWidnow=0', 'web_traffic=0')",Result=Phishy,0.036968576709796676,0.9523809523809524,1.8335875275377056,5,-1
"('SSLfinal_State=1', 'URL_Length=0', 'having_IP_Address=0', 'popUpWidnow=1')",Result=Phishy,0.036968576709796676,0.9523809523809524,1.8335875275377056,4,-1
"('Request_URL=0', 'SFH=1', 'URL_Length=1')",Result=Phishy,0.036968576709796676,0.9523809523809524,1.8335875275377056,3,-1
"('Request_URL=1', 'SFH=1', 'URL_Length=0', 'URL_of_Anchor=1', 'age_of_domain=1', 'having_IP_Address=0', 'popUpWidnow=0')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,7,-1
"('Request_URL=1', 'SFH=1', 'URL_of_Anchor=1', 'age_of_domain=-1', 'having_IP_Address=0', 'popUpWidnow=0', 'web_traffic=1')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,7,-1
"('Request_URL=-1', 'SFH=1', 'SSLfinal_State=1', 'URL_Length=0', 'URL_of_Anchor=-1', 'having_IP_Address=0')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,6,-1
"('Request_URL=-1', 'SSLfinal_State=1', 'URL_Length=1', 'URL_of_Anchor=1', 'age_of_domain=1', 'popUpWidnow=0')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,6,-1
"('Request_URL=-1', 'SSLfinal_State=1', 'URL_Length=1', 'URL_of_Anchor=1', 'age_of_domain=1', 'web_traffic=-1')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,6,-1
"('Request_URL=-1', 'SSLfinal_State=1', 'URL_of_Anchor=1', 'having_IP_Address=0', 'popUpWidnow=0', 'web_traffic=0')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,6,-1
"('Request_URL=0', 'SFH=1', 'SSLfinal_State=1', 'URL_of_Anchor=-1', 'having_IP_Address=0', 'web_traffic=1')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,6,-1
"('Request_URL=1', 'SFH=1', 'SSLfinal_State=1', 'URL_of_Anchor=1', 'age_of_domain=-1', 'web_traffic=1')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,6,-1
"('Request_URL=1', 'SFH=1', 'URL_Length=0', 'having_IP_Address=0', 'popUpWidnow=0', 'web_traffic=0')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,6,-1
"('SFH=1', 'SSLfinal_State=1', 'URL_of_Anchor=-1', 'having_IP_Address=0', 'popUpWidnow=0', 'web_traffic=1')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,6,-1
"('SFH=1', 'SSLfinal_State=1', 'age_of_domain=1', 'having_IP_Address=0', 'popUpWidnow=-1', 'web_traffic=-1')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,6,-1
"('Request_URL=-1', 'SSLfinal_State=1', 'URL_Length=1', 'URL_of_Anchor=1', 'web_traffic=-1')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,5,-1
"('Request_URL=-1', 'SSLfinal_State=1', 'URL_of_Anchor=1', 'age_of_domain=1', 'having_IP_Address=1')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,5,-1
"('Request_URL=0', 'SSLfinal_State=1', 'URL_Length=0', 'popUpWidnow=0', 'web_traffic=0')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,5,-1
"('Request_URL=1', 'SFH=1', 'URL_Length=1', 'having_IP_Address=0', 'web_traffic=0')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,5,-1
"('SFH=1', 'SSLfinal_State=1', 'URL_Length=-1', 'popUpWidnow=0', 'web_traffic=0')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,5,-1
"('SFH=1', 'SSLfinal_State=1', 'URL_Length=0', 'having_IP_Address=0', 'popUpWidnow=-1')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,5,-1
"('SFH=1', 'SSLfinal_State=1', 'having_IP_Address=0', 'popUpWidnow=-1', 'web_traffic=-1')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,5,-1
"('SFH=1', 'URL_Length=1', 'URL_of_Anchor=1', 'age_of_domain=-1', 'popUpWidnow=0')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,5,-1
"('Request_URL=1', 'URL_Length=0', 'age_of_domain=-1', 'popUpWidnow=0')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,4,-1
"('SFH=1', 'SSLfinal_State=1', 'URL_Length=0', 'popUpWidnow=-1')",Result=Phishy,0.018484288354898338,0.9523809523809524,1.8335875275377056,4,-1
"('Request_URL=1', 'age_of_domain=1', 'having_IP_Address=0', 'popUpWidnow=0')",Result=Phishy,0.07301293900184842,0.9518072289156626,1.832482956737984,4,-1
"('SFH=1', 'URL_Length=0', 'URL_of_Anchor=1')",Result=Phishy,0.10905730129390019,0.9516129032258066,1.8321088279187236,3,-1
"('SFH=-1', 'URL_Length=0', 'URL_of_Anchor=-1', 'having_IP_Address=0', 'web_traffic=1')",Result=Legitimate,0.036044362292051754,0.9512195121951219,2.349816237888406,5,1
"('SFH=-1', 'URL_Length=0', 'URL_of_Anchor=-1', 'web_traffic=1')",Result=Legitimate,0.036044362292051754,0.9512195121951219,2.349816237888406,4,1
"('Request_URL=-1', 'SFH=1', 'URL_Length=0', 'age_of_domain=1', 'having_IP_Address=0', 'web_traffic=-1')",Result=Phishy,0.036044362292051754,0.9512195121951219,1.8313514451870496,6,-1
"('Request_URL=-1', 'SFH=1', 'URL_Length=0', 'having_IP_Address=0', 'web_traffic=-1')",Result=Phishy,0.036044362292051754,0.9512195121951219,1.8313514451870496,5,-1
"('SSLfinal_State=1', 'URL_Length=0', 'URL_of_Anchor=1', 'age_of_domain=1', 'popUpWidnow=0')",Result=Phishy,0.036044362292051754,0.9512195121951219,1.8313514451870496,5,-1
"('SSLfinal_State=1', 'URL_Length=1', 'URL_of_Anchor=1', 'age_of_domain=1', 'popUpWidnow=0')",Result=Phishy,0.036044362292051754,0.9512195121951219,1.8313514451870496,5,-1
"('SFH=1', 'URL_of_Anchor=1', 'age_of_domain=1', 'having_IP_Address=0', 'popUpWidnow=0')",Result=Phishy,0.08872458410351201,0.9504950495049505,1.8299566611465414,5,-1
"('SFH=-1', 'SSLfinal_State=-1', 'popUpWidnow=0')",Result=Legitimate,0.05268022181146026,0.95,2.3468036529680365,3,1
"('Request_URL=0', 'SSLfinal_State=-1', 'URL_Length=0', 'having_IP_Address=0')",Result=Legitimate,0.03512014787430684,0.95,2.3468036529680365,4,1
"('SSLfinal_State=0', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'popUpWidnow=-1')",Result=Legitimate,0.03512014787430684,0.95,2.3468036529680365,4,1
"('Request_URL=0', 'SFH=0', 'web_traffic=1')",Result=Legitimate,0.03512014787430684,0.95,2.3468036529680365,3,1
"('Request_URL=0', 'SSLfinal_State=-1', 'URL_Length=0')",Result=Legitimate,0.03512014787430684,0.95,2.3468036529680365,3,1
"('Request_URL=-1', 'SFH=-1', 'URL_Length=-1', 'age_of_domain=-1', 'having_IP_Address=0', 'popUpWidnow=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,6,1
"('Request_URL=-1', 'SFH=-1', 'URL_Length=-1', 'having_IP_Address=0', 'popUpWidnow=-1', 'web_traffic=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,6,1
"('Request_URL=-1', 'SSLfinal_State=0', 'URL_Length=-1', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'having_IP_Address=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,6,1
"('Request_URL=-1', 'SSLfinal_State=1', 'URL_Length=-1', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'having_IP_Address=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,6,1
"('SFH=-1', 'SSLfinal_State=-1', 'URL_of_Anchor=-1', 'having_IP_Address=0', 'popUpWidnow=0', 'web_traffic=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,6,1
"('SFH=-1', 'SSLfinal_State=0', 'URL_Length=-1', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'having_IP_Address=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,6,1
"('SFH=-1', 'SSLfinal_State=0', 'URL_Length=-1', 'URL_of_Anchor=-1', 'having_IP_Address=0', 'web_traffic=1')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,6,1
"('SFH=-1', 'URL_Length=-1', 'URL_of_Anchor=-1', 'having_IP_Address=0', 'popUpWidnow=-1', 'web_traffic=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,6,1
"('SFH=-1', 'URL_Length=0', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'having_IP_Address=0', 'web_traffic=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,6,1
"('Request_URL=-1', 'SFH=-1', 'URL_Length=-1', 'age_of_domain=-1', 'popUpWidnow=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,5,1
"('Request_URL=-1', 'SSLfinal_State=0', 'URL_Length=-1', 'URL_of_Anchor=-1', 'age_of_domain=-1')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,5,1
"('Request_URL=-1', 'SSLfinal_State=0', 'URL_of_Anchor=-1', 'age_of_domain=1', 'web_traffic=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,5,1
"('Request_URL=-1', 'SSLfinal_State=1', 'URL_Length=-1', 'URL_of_Anchor=-1', 'age_of_domain=-1')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,5,1
"('Request_URL=0', 'SFH=0', 'URL_Length=0', 'age_of_domain=-1', 'having_IP_Address=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,5,1
"('Request_URL=0', 'SFH=0', 'age_of_domain=-1', 'having_IP_Address=0', 'popUpWidnow=-1')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,5,1
"('Request_URL=0', 'URL_of_Anchor=1', 'age_of_domain=1', 'having_IP_Address=0', 'web_traffic=-1')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,5,1
"('SFH=-1', 'SSLfinal_State=-1', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'web_traffic=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,5,1
"('SFH=-1', 'SSLfinal_State=-1', 'age_of_domain=1', 'having_IP_Address=0', 'web_traffic=-1')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,5,1
"('SFH=-1', 'SSLfinal_State=0', 'URL_Length=-1', 'URL_of_Anchor=-1', 'age_of_domain=-1')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,5,1
"('SFH=-1', 'SSLfinal_State=0', 'URL_Length=-1', 'URL_of_Anchor=-1', 'web_traffic=1')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,5,1
"('SFH=-1', 'SSLfinal_State=0', 'having_IP_Address=0', 'popUpWidnow=-1', 'web_traffic=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,5,1
"('SFH=-1', 'URL_Length=0', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'web_traffic=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,5,1
"('Request_URL=0', 'SFH=0', 'URL_Length=0', 'age_of_domain=-1')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,4,1
"('Request_URL=0', 'URL_of_Anchor=1', 'having_IP_Address=0', 'web_traffic=-1')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,4,1
"('Request_URL=0', 'URL_of_Anchor=1', 'having_IP_Address=0', 'web_traffic=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,4,1
"('SFH=-1', 'SSLfinal_State=-1', 'having_IP_Address=0', 'web_traffic=-1')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,4,1
"('SFH=0', 'URL_Length=0', 'age_of_domain=-1', 'having_IP_Address=0')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,4,1
"('SFH=0', 'having_IP_Address=0', 'popUpWidnow=-1', 'web_traffic=1')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,4,1
"('SFH=0', 'URL_Length=0', 'age_of_domain=-1')",Result=Legitimate,0.01756007393715342,0.95,2.3468036529680365,3,1
"('Request_URL=1', 'SFH=1', 'URL_Length=1', 'URL_of_Anchor=1')",Result=Phishy,0.05268022181146026,0.95,1.8290035587188611,4,-1
"('Request_URL=-1', 'SFH=1', 'URL_Length=0', 'having_IP_Address=0', 'popUpWidnow=0')",Result=Phishy,0.03512014787430684,0.95,1.8290035587188611,5,-1
"('URL_Length=0', 'age_of_domain=1', 'having_IP_Address=0', 'popUpWidnow=1')",Result=Phishy,0.03512014787430684,0.95,1.8290035587188611,4,-1
"('Request_URL=-1', 'SFH=1', 'SSLfinal_State=1', 'URL_Length=-1', 'URL_of_Anchor=1', 'age_of_domain=1')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,6,-1
"('SFH=1', 'SSLfinal_State=1', 'URL_Length=1', 'URL_of_Anchor=1', 'having_IP_Address=0', 'web_traffic=1')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,6,-1
"('SSLfinal_State=1', 'URL_Length=-1', 'age_of_domain=1', 'having_IP_Address=0', 'popUpWidnow=0', 'web_traffic=-1')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,6,-1
"('SSLfinal_State=1', 'URL_Length=0', 'URL_of_Anchor=1', 'age_of_domain=1', 'having_IP_Address=0', 'web_traffic=0')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,6,-1
"('Request_URL=-1', 'SFH=1', 'SSLfinal_State=1', 'popUpWidnow=0', 'web_traffic=1')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,5,-1
"('Request_URL=1', 'SFH=1', 'SSLfinal_State=1', 'having_IP_Address=0', 'popUpWidnow=-1')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,5,-1
"('Request_URL=1', 'SFH=1', 'URL_Length=0', 'URL_of_Anchor=1', 'age_of_domain=-1')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,5,-1
"('Request_URL=1', 'URL_Length=0', 'age_of_domain=-1', 'having_IP_Address=0', 'popUpWidnow=0')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,5,-1
"('SFH=1', 'SSLfinal_State=1', 'URL_Length=0', 'URL_of_Anchor=-1', 'web_traffic=0')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,5,-1
"('SFH=1', 'URL_Length=0', 'URL_of_Anchor=-1', 'popUpWidnow=0', 'web_traffic=0')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,5,-1
"('SSLfinal_State=1', 'URL_Length=-1', 'having_IP_Address=0', 'popUpWidnow=0', 'web_traffic=-1')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,5,-1
"('Request_URL=1', 'SFH=1', 'SSLfinal_State=1', 'popUpWidnow=-1')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,4,-1
"('SFH=1', 'URL_Length=0', 'URL_of_Anchor=-1', 'web_traffic=1')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,4,-1
"('SFH=1', 'URL_Length=0', 'age_of_domain=1', 'having_IP_Address=1')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,4,-1
"('SSLfinal_State=1', 'URL_Length=0', 'URL_of_Anchor=0', 'popUpWidnow=0')",Result=Phishy,0.01756007393715342,0.95,1.8290035587188611,4,-1
"('Request_URL=-1', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'having_IP_Address=0', 'popUpWidnow=-1')",Result=Legitimate,0.051756007393715345,0.9491525423728814,2.3447101617521864,5,1
"('Request_URL=1', 'SSLfinal_State=1')",Result=Phishy,0.1367837338262477,0.9487179487179488,1.8265352678164066,2,-1
"('Request_URL=1', 'SFH=1', 'URL_Length=1', 'URL_of_Anchor=1', 'age_of_domain=1', 'having_IP_Address=0')",Result=Phishy,0.034195933456561925,0.9487179487179488,1.8265352678164066,6,-1
"('Request_URL=-1', 'SFH=1', 'URL_of_Anchor=1', 'having_IP_Address=0', 'popUpWidnow=1')",Result=Phishy,0.034195933456561925,0.9487179487179488,1.8265352678164066,5,-1
"('SFH=1', 'URL_of_Anchor=1', 'having_IP_Address=0', 'popUpWidnow=0', 'web_traffic=1')",Result=Phishy,0.034195933456561925,0.9487179487179488,1.8265352678164066,5,-1
"('SSLfinal_State=1', 'URL_of_Anchor=1', 'age_of_domain=1', 'popUpWidnow=0', 'web_traffic=0')",Result=Phishy,0.034195933456561925,0.9487179487179488,1.8265352678164066,5,-1
"('Request_URL=-1', 'SFH=1', 'URL_of_Anchor=1', 'age_of_domain=-1')",Result=Phishy,0.034195933456561925,0.9487179487179488,1.8265352678164066,4,-1
"('SFH=-1', 'SSLfinal_State=-1', 'having_IP_Address=0', 'popUpWidnow=0')",Result=Legitimate,0.04990757855822551,0.9473684210526315,2.3403028118240807,4,1
"('Request_URL=-1', 'SFH=-1', 'URL_Length=-1', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'having_IP_Address=0')",Result=Legitimate,0.033271719038817,0.9473684210526315,2.3403028118240807,6,1
"('SFH=-1', 'URL_Length=0', 'URL_of_Anchor=-1', 'age_of_domain=1', 'having_IP_Address=0', 'popUpWidnow=-1')",Result=Legitimate,0.033271719038817,0.9473684210526315,2.3403028118240807,6,1
"('Request_URL=-1', 'SFH=-1', 'URL_Length=-1', 'URL_of_Anchor=-1', 'age_of_domain=-1')",Result=Legitimate,0.033271719038817,0.9473684210526315,2.3403028118240807,5,1
"('Request_URL=-1', 'URL_Length=-1', 'URL_of_Anchor=-1', 'having_IP_Address=0', 'web_traffic=1')",Result=Legitimate,0.033271719038817,0.9473684210526315,2.3403028118240807,5,1
"('SFH=-1', 'URL_Length=0', 'URL_of_Anchor=-1', 'age_of_domain=1', 'popUpWidnow=-1')",Result=Legitimate,0.033271719038817,0.9473684210526315,2.3403028118240807,5,1
"('SSLfinal_State=0', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'having_IP_Address=0', 'popUpWidnow=-1')",Result=Legitimate,0.033271719038817,0.9473684210526315,2.3403028118240807,5,1
"('Request_URL=-1', 'URL_Length=-1', 'URL_of_Anchor=-1', 'web_traffic=1')",Result=Legitimate,0.033271719038817,0.9473684210526315,2.3403028118240807,4,1
"('Request_URL=-1', 'SFH=-1', 'SSLfinal_State=0', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'having_IP_Address=0', 'web_traffic=1')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,7,1
"('Request_URL=-1', 'SFH=-1', 'SSLfinal_State=0', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'web_traffic=1')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,6,1
"('Request_URL=-1', 'SFH=-1', 'SSLfinal_State=1', 'URL_Length=-1', 'URL_of_Anchor=-1', 'having_IP_Address=0')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,6,1
"('SFH=-1', 'SSLfinal_State=-1', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'having_IP_Address=0', 'web_traffic=0')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,6,1
"('Request_URL=-1', 'SSLfinal_State=-1', 'URL_Length=0', 'having_IP_Address=0', 'web_traffic=0')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,5,1
"('Request_URL=0', 'SFH=0', 'age_of_domain=-1', 'popUpWidnow=-1', 'web_traffic=1')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,5,1
"('Request_URL=0', 'URL_Length=0', 'URL_of_Anchor=1', 'age_of_domain=1', 'having_IP_Address=0')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,5,1
"('SFH=-1', 'SSLfinal_State=-1', 'URL_Length=-1', 'having_IP_Address=0', 'web_traffic=1')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,5,1
"('SFH=-1', 'SSLfinal_State=-1', 'URL_of_Anchor=-1', 'popUpWidnow=-1', 'web_traffic=1')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,5,1
"('SFH=0', 'URL_Length=0', 'URL_of_Anchor=1', 'age_of_domain=1', 'having_IP_Address=0')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,5,1
"('SSLfinal_State=-1', 'URL_Length=-1', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'having_IP_Address=0')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,5,1
"('SSLfinal_State=-1', 'URL_Length=-1', 'URL_of_Anchor=-1', 'having_IP_Address=0', 'popUpWidnow=0')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,5,1
"('SSLfinal_State=-1', 'URL_of_Anchor=-1', 'age_of_domain=1', 'having_IP_Address=0', 'web_traffic=-1')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,5,1
"('Request_URL=-1', 'SSLfinal_State=-1', 'URL_Length=0', 'web_traffic=0')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,4,1
"('SFH=-1', 'SSLfinal_State=-1', 'URL_Length=-1', 'web_traffic=1')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,4,1
"('SFH=0', 'URL_Length=-1', 'age_of_domain=-1', 'having_IP_Address=0')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,4,1
"('SFH=0', 'age_of_domain=-1', 'popUpWidnow=-1', 'web_traffic=1')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,4,1
"('SSLfinal_State=-1', 'URL_Length=-1', 'URL_of_Anchor=-1', 'age_of_domain=-1')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,4,1
"('SSLfinal_State=-1', 'URL_Length=-1', 'URL_of_Anchor=-1', 'popUpWidnow=0')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,4,1
"('SSLfinal_State=-1', 'URL_of_Anchor=-1', 'having_IP_Address=0', 'web_traffic=-1')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,4,1
"('SSLfinal_State=-1', 'URL_of_Anchor=-1', 'popUpWidnow=-1', 'web_traffic=1')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,4,1
"('Request_URL=0', 'SSLfinal_State=1', 'URL_of_Anchor=1')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,3,1
"('SFH=0', 'URL_Length=-1', 'age_of_domain=-1')",Result=Legitimate,0.0166358595194085,0.9473684210526315,2.3403028118240807,3,1
"('SFH=1', 'SSLfinal_State=1', 'URL_Length=-1', 'URL_of_Anchor=1', 'age_of_domain=1', 'having_IP_Address=0')",Result=Phishy,0.033271719038817,0.9473684210526315,1.8239370668664543,6,-1
"('SFH=1', 'URL_Length=-1', 'age_of_domain=1', 'having_IP_Address=0', 'popUpWidnow=0')",Result=Phishy,0.033271719038817,0.9473684210526315,1.8239370668664543,5,-1
"('SFH=1', 'URL_Length=1', 'age_of_domain=-1', 'popUpWidnow=0')",Result=Phishy,0.033271719038817,0.9473684210526315,1.8239370668664543,4,-1
"('Request_URL=-1', 'SFH=1', 'URL_of_Anchor=1', 'age_of_domain=1', 'having_IP_Address=0', 'popUpWidnow=1', 'web_traffic=-1')",Result=Phishy,0.0166358595194085,0.9473684210526315,1.8239370668664543,7,-1
"('Request_URL=1', 'SFH=1', 'SSLfinal_State=1', 'URL_of_Anchor=1', 'age_of_domain=-1', 'having_IP_Address=0', 'web_traffic=1')",Result=Phishy,0.0166358595194085,0.9473684210526315,1.8239370668664543,7,-1
"('Request_URL=1', 'SFH=1', 'URL_Length=-1', 'URL_of_Anchor=1', 'age_of_domain=1', 'having_IP_Address=0', 'web_traffic=-1')",Result=Phishy,0.0166358595194085,0.9473684210526315,1.8239370668664543,7,-1
"('SFH=1', 'SSLfinal_State=1', 'URL_of_Anchor=-1', 'age_of_domain=-1', 'having_IP_Address=0', 'popUpWidnow=0', 'web_traffic=1')",Result=Phishy,0.0166358595194085,0.9473684210526315,1.8239370668664543,7,-1
"('Request_URL=-1', 'SFH=1', 'URL_of_Anchor=1', 'age_of_domain=-1', 'having_IP_Address=0', 'popUpWidnow=0')",Result=Phishy,0.0166358595194085,0.9473684210526315,1.8239370668664543,6,-1
"('Request_URL=-1', 'SFH=1', 'URL_of_Anchor=1', 'having_IP_Address=0', 'popUpWidnow=1', 'web_traffic=-1')",Result=Phishy,0.0166358595194085,0.9473684210526315,1.8239370668664543,6,-1
"('Request_URL=-1', 'SSLfinal_State=1', 'URL_Length=0', 'age_of_domain=1', 'popUpWidnow=0', 'web_traffic=-1')",Result=Phishy,0.0166358595194085,0.9473684210526315,1.8239370668664543,6,-1
"('Request_URL=1', 'SFH=1', 'URL_Length=-1', 'URL_of_Anchor=1', 'having_IP_Address=0', 'web_traffic=-1')",Result=Phishy,0.0166358595194085,0.9473684210526315,1.8239370668664543,6,-1
"('Request_URL=1', 'SFH=1', 'URL_Length=-1', 'age_of_domain=1', 'having_IP_Address=0', 'web_traffic=-1')",Result=Phishy,0.0166358595194085,0.9473684210526315,1.8239370668664543,6,-1
"('SFH=1', 'SSLfinal_State=1', 'URL_Length=0', 'URL_of_Anchor=-1', 'having_IP_Address=0', 'web_traffic=0')",Result=Phishy,0.0166358595194085,0.9473684210526315,1.8239370668664543,6,-1
"('SFH=1', 'SSLfinal_State=1', 'URL_Length=1', 'URL_of_Anchor=1', 'age_of_domain=-1', 'web_traffic=1')",Result=Phishy,0.0166358595194085,0.9473684210526315,1.8239370668664543,6,-1
"('SFH=1', 'URL_Length=0', 'URL_of_Anchor=-1', 'having_IP_Address=0', 'popUpWidnow=0', 'web_traffic=0')",Result=Phishy,0.0166358595194085,0.9473684210526315,1.8239370668664543,6,-1
"('SFH=1', 'URL_Length=1', 'age_of_domain=-1', 'having_IP_Address=0', 'popUpWidnow=0', 'web_traffic=1')",Result=Phishy,0.0166358595194085,0.9473684210526315,1.8239370668664543,6,-1
"('Request_URL=-1', 'SSLfinal_State=1', 'URL_Length=0', 'popUpWidnow=0', 'web_traffic=-1')",Result=Phishy,0.0166358595194085,0.9473684210526315,1.8239370668664543,5,-1
